HIP-head-m-rh	HIP-head-l-rh	HIP-body-rh	HIP-tail-rh	THA-VPm-rh	THA-VPl-rh	THA-VAi-rh	THA-VAs-rh	THA-DAm-rh	THA-DAl-rh	PUT-VA-rh	PUT-DA-rh	PUT-VP-rh	PUT-DP-rh	CAU-VA-rh	CAU-DA-rh	CAU-body-rh	CAU-tail-rh	lAMY-rh	mAMY-rh	THA-DP-rh	NAc-shell-rh	NAc-core-rh	pGP-rh	aGP-rh	HIP-head-m-lh	HIP-head-l-l	HIP-body-l	HIP-tail-lh	THA-VPm-lh	THA-VPl-lh	THA-VAi-lh	THA-VAs-lh	THA-DAm-lh	THA-DAl-lh	PUT-VA-lh	PUT-DA-l	PUT-VP-lh	PUT-DP-lh	CAU-VA-lh	CAU-DA-lh	CAU-body-lh	CAU-tail-lh	lAMY-lh	mAMY-lh	THA-DP-lh	NAc-shell-lh	NAc-core-lh	pGP-lh	aGP-lh
0.3599332273006439	0.3372391164302826	0.2651917338371277	0.2964877784252167	0.35963118076324463	0.30558332800865173	0.30230748653411865	0.31930339336395264	0.4351820945739746	0.32564577460289	0.34633979201316833	0.28737613558769226	0.32296833395957947	0.3110337257385254	0.3072378933429718	0.33413800597190857	0.2988036274909973	0.3715234696865082	0.37843823432922363	0.40041062235832214	0.36878272891044617	0.28109225630760193	0.2507520318031311	0.38963583111763	0.30042725801467896	0.30835095047950745	0.29694199562072754	0.3116450607776642	0.3928103446960449	0.33769747614860535	0.4083620309829712	0.3026700019836426	0.28578606247901917	0.3061608672142029	0.34926214814186096	0.33163613080978394	0.3487265706062317	0.26679328083992004	0.3229019343852997	0.3590303659439087	0.46141257882118225	0.2873533368110657	0.3049308955669403	0.2818177342414856	0.2906644344329834	0.4041082561016083	0.23855683207511902	0.3223212659358978	0.2875477373600006	0.31491315364837646
