DMN_LABEL_1	Vis_LABEL_2	FP_LABEL_3	Aud_LABEL_4	Tpole_LABEL_5	PMN_LABEL_6	PON_LABEL_7	MTL_LABEL_8	PON_LABEL_9	CO_LABEL_10	Sal_LABEL_11	CO_LABEL_12	SMd_LABEL_13	SMl_LABEL_14	DAN_LABEL_15	DMN_LABEL_16	CO_LABEL_17	DMN_LABEL_18	VAN_LABEL_19	CO_LABEL_20	CO_LABEL_21	Sal_LABEL_22	DAN_LABEL_23	PMN_LABEL_24	DAN_LABEL_25	DMN_LABEL_26	DMN_LABEL_27	DMN_LABEL_28	Vis_LABEL_29	FP_LABEL_30	Aud_LABEL_31	Tpole_LABEL_32	PMN_LABEL_33	PON_LABEL_34	MTL_LABEL_35	CO_LABEL_36	Sal_LABEL_37	CO_LABEL_38	SMd_LABEL_39	SMl_LABEL_40	DAN_LABEL_41	CO_LABEL_42	VAN_LABEL_43	CO_LABEL_44	CO_LABEL_45	Sal_LABEL_46	DAN_LABEL_47	PMN_LABEL_48	DAN_LABEL_49	DMN_LABEL_50	FP_LABEL_51	DMN_LABEL_52	DMN_LABEL_53	PON_LABEL_54	DMN_LABEL_55	Tpole_LABEL_56	Tpole_LABEL_57	Sal_LABEL_58	Sal_LABEL_59	SMd_LABEL_60	DAN_LABEL_61	FP_LABEL_62	DMN_LABEL_63	FP_LABEL_64	FP_LABEL_65	SMd_LABEL_66	SMl_LABEL_67	SMd_LABEL_68	DMN_LABEL_69	DAN_LABEL_70	DMN_LABEL_71	FP_LABEL_72	SMd_LABEL_73	SMl_LABEL_74	MTL_LABEL_75	MTL_LABEL_76	CO_LABEL_77	CO_LABEL_78	Vis_LABEL_79	Vis_LABEL_80
0.8198649287223816	0.4169157147407532	0.4342026114463806	0.5460900068283081	0.4680534899234772	0.6523075699806213	0.7987164258956909	n/a	0.7032635807991028	0.42368561029434204	0.44039005041122437	0.33566150069236755	0.38869425654411316	0.5551894307136536	0.47195321321487427	0.5983363389968872	0.544529914855957	0.41432812809944153	0.48597195744514465	0.6984859108924866	0.4922387897968292	0.5053799748420715	0.5068309903144836	0.5759809613227844	0.44728925824165344	0.2613242268562317	0.5813893675804138	0.4506358802318573	0.4382656514644623	0.6642848253250122	0.48466581106185913	0.44417044520378113	0.6280682682991028	0.746374785900116	n/a	0.5363538861274719	0.42103591561317444	0.46690404415130615	0.3993476629257202	0.5158345699310303	0.4174775183200836	0.4526614546775818	0.5319259166717529	0.699670135974884	0.5798943042755127	0.3966504633426666	0.495334655046463	0.7514105439186096	0.4121651351451874	0.5439973473548889	0.42356520891189575	0.2621256411075592	0.3589950501918793	0.893519937992096	0.806140661239624	0.9021497368812561	0.8652553558349609	0.7833070755004883	0.788278341293335	0.8372927308082581	1.0204582214355469	0.6359739303588867	0.8462871313095093	0.8117502331733704	1.0938453674316406	1.0853631496429443	0.8425309062004089	0.9440192580223083	0.8553629517555237	0.932895839214325	0.7732652425765991	0.6392819881439209	0.949790358543396	0.9354576468467712	1.0824129581451416	1.079710602760315	0.8864287734031677	0.686453104019165	0.9371429681777954	0.8743175268173218
