CEREBELLUM_LEFT	THALAMUS_LEFT	CAUDATE_LEFT	PUTAMEN_LEFT	PALLIDUM_LEFT	BRAIN_STEM	HIPPOCAMPUS_LEFT	AMYGDALA_LEFT	ACCUMBENS_LEFT	DIENCEPHALON_VENTRAL_LEFT	CEREBELLUM_RIGHT	THALAMUS_RIGHT	CAUDATE_RIGHT	PUTAMEN_RIGHT	PALLIDUM_RIGHT	HIPPOCAMPUS_RIGHT	AMYGDALA_RIGHT	ACCUMBENS_RIGHT	DIENCEPHALON_VENTRAL_RIGHT
-0.1399315595626831	-0.5368842482566833	-0.3263183832168579	-0.27209457755088806	-0.5609528422355652	0.4029484987258911	0.7518422603607178	1.4469715356826782	0.13503366708755493	1.0761871337890625	-0.12859214842319489	-0.44952133297920227	-0.0911322832107544	0.4923792779445648	0.09852122515439987	0.8204632997512817	1.2590312957763672	-0.8327490091323853	-0.7383626103401184
-0.13299059867858887	-0.4897858500480652	-1.1417970657348633	1.2115405797958374	0.06522034108638763	1.2271904945373535	1.5110269784927368	1.9626741409301758	1.1321594715118408	1.2034295797348022	-0.21202343702316284	-0.8623039722442627	-0.02629339136183262	1.7738049030303955	-0.1412397176027298	1.407285213470459	1.7065861225128174	-1.2453709840774536	-0.1562597155570984
0.08162366598844528	0.1680903285741806	-0.5801921486854553	0.6758983135223389	0.16925065219402313	0.34017449617385864	0.39636844396591187	0.2811470925807953	0.600934624671936	0.03625666722655296	-0.02443154715001583	-0.13303393125534058	0.05391485244035721	0.7461003065109253	0.09037134051322937	0.13147209584712982	0.2605302631855011	-0.238993838429451	0.3660745620727539
0.0001635529479244724	0.35203981399536133	0.4737793207168579	-0.2250259816646576	0.1418737769126892	-0.5893511176109314	-0.3992409408092499	-0.19968430697917938	-0.746163010597229	-0.4007706344127655	0.09026207029819489	0.3747103214263916	0.414826899766922	-0.38164642453193665	0.0957171693444252	-0.3481442332267761	-0.5721825361251831	0.27536633610725403	0.07716387510299683
-0.2336692214012146	-0.20014828443527222	0.13066469132900238	0.37005364894866943	0.06337498128414154	-0.12784327566623688	0.0917072743177414	0.6147481203079224	-0.18059363961219788	0.4786207377910614	-0.09663406759500504	-0.3165183663368225	0.24161547422409058	0.0017784014344215393	-0.26582852005958557	0.4244765639305115	-0.20975591242313385	-0.10029396414756775	-0.09120641648769379
-0.019948335364460945	-0.5712870955467224	-1.0335444211959839	1.0204873085021973	-0.08908625692129135	0.6916792392730713	0.30594947934150696	0.6132448315620422	0.8841744661331177	1.1864595413208008	-0.16059619188308716	-0.7635741233825684	-0.41442254185676575	0.8647394180297852	-0.22516824305057526	0.48433980345726013	0.377564013004303	0.11840174347162247	0.4186868667602539
0.2985362112522125	-0.18051525950431824	-1.1718389987945557	0.24526701867580414	-0.24797885119915009	0.8994380235671997	-0.0060247029177844524	0.3596796989440918	-0.1532672792673111	0.9025287628173828	0.11499085277318954	-0.10733767598867416	-0.3793445825576782	0.8118855953216553	0.48332342505455017	-0.10381904989480972	1.0635082721710205	0.19782426953315735	0.2942991256713867
0.11686612665653229	0.2616136968135834	-0.1594202220439911	-0.5587932467460632	-0.25084835290908813	-0.17150646448135376	0.012480526231229305	0.4556918144226074	-1.4195928573608398	-0.09820909053087234	0.2129448801279068	0.35573244094848633	0.13934414088726044	0.13093680143356323	0.8599939942359924	-0.29953622817993164	0.9240338802337646	-0.36376628279685974	-0.8834482431411743
-0.24293723702430725	-0.1813066303730011	0.49149006605148315	-0.06431691348552704	0.18554243445396423	-1.71621572971344	0.02178105339407921	0.3349449336528778	-0.696185290813446	-1.1202815771102905	-0.1951206624507904	-0.2743910253047943	0.029603391885757446	-0.09215202927589417	-0.1176401749253273	-0.059409476816654205	-0.40283915400505066	-0.22584077715873718	-1.352345585823059
-0.32457271218299866	-0.6711679100990295	-0.010921831242740154	0.7960211038589478	0.7340456247329712	-0.8657016158103943	0.14128093421459198	0.3056071698665619	0.8780990839004517	-0.7951482534408569	-0.5375861525535583	-0.9938135147094727	-0.3287751078605652	0.23188373446464539	-1.403476357460022	0.7432141900062561	-0.9679097533226013	-0.03158433362841606	-0.17199651896953583
-0.16627757251262665	-0.13670717179775238	-0.34609854221343994	1.0186463594436646	0.9538400769233704	1.29829740524292	0.863821268081665	0.35972273349761963	1.341853380203247	0.7085165977478027	-0.21712163090705872	-0.5239219069480896	0.037273939698934555	0.6705552339553833	-1.132940411567688	1.4541898965835571	-0.11656106263399124	-0.44741883873939514	1.0425313711166382
-0.008705919608473778	0.3775659203529358	0.45120036602020264	1.0411144495010376	0.9951963424682617	0.8674356937408447	1.011914849281311	0.04515676200389862	0.458942174911499	0.9329031109809875	0.26035892963409424	0.37268757820129395	0.8303229212760925	0.9748057126998901	0.20992843806743622	0.7976597547531128	0.3682892322540283	-0.38248565793037415	0.7673032283782959
-0.04312821477651596	0.05948900058865547	1.0649181604385376	1.286527156829834	0.8173840045928955	-0.9587550163269043	0.023442992940545082	-0.34392550587654114	-0.5754356384277344	-0.1834796667098999	0.12614881992340088	0.19116772711277008	1.1051639318466187	0.9714697599411011	0.6701853275299072	-0.32097795605659485	-0.2628844082355499	-0.2251354604959488	-0.12075430899858475
-0.09376616030931473	-0.21667109429836273	0.46859481930732727	1.183180332183838	0.339620441198349	-0.718271017074585	-0.5616079568862915	-0.4611879289150238	-0.8631100654602051	-0.24040988087654114	-0.20865346491336823	-0.3943554162979126	0.43115296959877014	0.7342069745063782	0.01597040891647339	-0.3235253095626831	-0.7622661590576172	-0.3893493711948395	-0.23468126356601715
0.014572283253073692	-0.12370925396680832	-0.3824442923069	0.33683207631111145	-0.09165334701538086	0.7068126797676086	0.038260526955127716	0.0809568464756012	-0.4180867075920105	0.46713244915008545	-0.13380233943462372	-0.1610737293958664	-0.42663902044296265	0.3555118441581726	-0.3570915460586548	0.22235138714313507	-0.05293556675314903	0.03064960613846779	0.09336046874523163
