CEREBELLUM_LEFT	THALAMUS_LEFT	CAUDATE_LEFT	PUTAMEN_LEFT	PALLIDUM_LEFT	BRAIN_STEM	HIPPOCAMPUS_LEFT	AMYGDALA_LEFT	ACCUMBENS_LEFT	DIENCEPHALON_VENTRAL_LEFT	CEREBELLUM_RIGHT	THALAMUS_RIGHT	CAUDATE_RIGHT	PUTAMEN_RIGHT	PALLIDUM_RIGHT	HIPPOCAMPUS_RIGHT	AMYGDALA_RIGHT	ACCUMBENS_RIGHT	DIENCEPHALON_VENTRAL_RIGHT
0.2836396098136902	0.30548614263534546	0.3158959746360779	0.3543088138103485	0.2751516103744507	0.2966707944869995	0.31588855385780334	0.3557078242301941	0.22509421408176422	0.25856754183769226	0.29681965708732605	0.2790201008319855	0.290213406085968	0.3483664095401764	0.26560115814208984	0.2795015275478363	0.3207719326019287	0.2075698971748352	0.2584400475025177
