Node	CEREBELLUM_LEFT	THALAMUS_LEFT	CAUDATE_LEFT	PUTAMEN_LEFT	PALLIDUM_LEFT	BRAIN_STEM	HIPPOCAMPUS_LEFT	AMYGDALA_LEFT	ACCUMBENS_LEFT	DIENCEPHALON_VENTRAL_LEFT	CEREBELLUM_RIGHT	THALAMUS_RIGHT	CAUDATE_RIGHT	PUTAMEN_RIGHT	PALLIDUM_RIGHT	HIPPOCAMPUS_RIGHT	AMYGDALA_RIGHT	ACCUMBENS_RIGHT	DIENCEPHALON_VENTRAL_RIGHT
CEREBELLUM_LEFT	1.0	-0.1393243372440338	-0.4360200762748718	-0.4347900152206421	0.5782588720321655	0.7395519018173218	0.6592583060264587	0.3970792889595032	0.11033116281032562	0.2383536994457245	-0.046672288328409195	0.3971828520298004	0.2327851504087448	-0.1492188274860382	-0.23124682903289795	0.7497512698173523	0.5263607501983643	0.3075205385684967	-0.11788073927164078
THALAMUS_LEFT	-0.1393243372440338	1.0	-0.20895284414291382	0.6056502461433411	0.11052402853965759	0.22809749841690063	-0.5797927975654602	-0.6100170016288757	-0.1643938571214676	0.11092545092105865	0.4073025584220886	0.03134249523282051	-0.26834505796432495	0.6171599626541138	0.006622274871915579	-0.3702965974807739	-0.5377175807952881	0.19477230310440063	-0.27065688371658325
CAUDATE_LEFT	-0.4360200762748718	-0.20895284414291382	1.0	0.06199537590146065	-0.5874582529067993	-0.6640878319740295	-0.035573046654462814	0.1401834338903427	0.054839178919792175	-0.005285081919282675	-0.2647377848625183	0.19371990859508514	0.43594616651535034	0.23384414613246918	0.13884501159191132	-0.18671870231628418	0.050428636372089386	-0.4100222885608673	0.5699747800827026
PUTAMEN_LEFT	-0.4347900152206421	0.6056502461433411	0.06199537590146065	1.0	0.2121405154466629	-0.25622057914733887	-0.8028860092163086	-0.708574116230011	-0.3386715352535248	0.1309172809123993	-0.216526597738266	-0.24087905883789062	-0.303996205329895	0.8027538061141968	0.45661619305610657	-0.5354655385017395	-0.6723124980926514	0.09398891776800156	-0.16713513433933258
PALLIDUM_LEFT	0.5782588720321655	0.11052402853965759	-0.5874582529067993	0.2121405154466629	1.0	0.5941781401634216	0.021402647718787193	-0.051130685955286026	-0.28095394372940063	0.1846422404050827	-0.28156864643096924	0.06841506063938141	-0.10868826508522034	0.21187201142311096	0.2900773882865906	0.34600892663002014	0.029985301196575165	0.45159491896629333	-0.39603355526924133
BRAIN_STEM	0.7395519018173218	0.22809749841690063	-0.6640878319740295	-0.25622057914733887	0.5941781401634216	1.0	0.2017102688550949	0.07676596939563751	-0.01703408546745777	0.16094009578227997	0.3363703191280365	0.1487453281879425	-0.05423698201775551	-0.10211680084466934	-0.13277480006217957	0.4676594138145447	0.27059879899024963	0.37373292446136475	-0.3654370605945587
HIPPOCAMPUS_LEFT	0.6592583060264587	-0.5797927975654602	-0.035573046654462814	-0.8028860092163086	0.021402647718787193	0.2017102688550949	1.0	0.7382904887199402	0.21110768616199493	0.18594230711460114	-0.18426857888698578	0.5016159415245056	0.3580537438392639	-0.5671048164367676	-0.37964707612991333	0.7480226755142212	0.6974839568138123	-0.0033309587743133307	0.2868352234363556
AMYGDALA_LEFT	0.3970792889595032	-0.6100170016288757	0.1401834338903427	-0.708574116230011	-0.051130685955286026	0.07676596939563751	0.7382904887199402	1.0	0.45822951197624207	-0.2433704435825348	-0.061370447278022766	0.6079422831535339	0.658625602722168	-0.41075053811073303	-0.11297329515218735	0.7341976165771484	0.8778665661811829	0.07187941670417786	0.19239114224910736
ACCUMBENS_LEFT	0.11033116281032562	-0.1643938571214676	0.054839178919792175	-0.3386715352535248	-0.28095394372940063	-0.01703408546745777	0.21110768616199493	0.45822951197624207	1.0	-0.5768693089485168	0.39381226897239685	0.18303005397319794	0.6652597188949585	-0.27272069454193115	-0.49774137139320374	0.30723801255226135	0.37676167488098145	0.2970995604991913	-0.19698283076286316
DIENCEPHALON_VENTRAL_LEFT	0.2383536994457245	0.11092545092105865	-0.005285081919282675	0.1309172809123993	0.1846422404050827	0.16094009578227997	0.18594230711460114	-0.2433704435825348	-0.5768693089485168	1.0	-0.27252161502838135	0.04316538944840431	-0.4395764470100403	0.1388988494873047	0.02709908038377762	0.004349676426500082	-0.20141305029392242	-0.1250607967376709	0.43260690569877625
